NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL
,mjupiter,au,day,,deg,jd,m/s,,,,
HD 49674 b,0.101571,0.0571073,4.94737,0.087,264,2451882.38,12.04,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Butler 2003,http://adsabs.harvard.edu/abs/2003ApJ...582..455B
HD 82943 b,1.58935,1.1851,442.4,0.203,107,2451597.7,39.8,Tan 2013,http://adsabs.harvard.edu/abs/2013ApJ...777..101T,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M
Kepler-342 c,,0.17279,26.234138,,90,2454974.99866,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-38 b,2.70891,0.0758454,6.87188,0.028,337.8,2455320.093,252,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,Barros 2011,http://adsabs.harvard.edu/abs/2011A&A...525A..54B
WASP-69 b,0.259116,0.0452527,3.8681382,0,90,2455748.83344,38.1,Anderson 2014,http://adsabs.harvard.edu/abs/2014MNRAS.445.1114A,Anderson 2014,http://adsabs.harvard.edu/abs/2014MNRAS.445.1114A
Kepler-139 c,,0.569736,157.072878,,90,2455314.26266,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 77338 b,0.0498139,0.0612143,5.7361,0.09,223.454,2453355.6,5.96,Jenkins 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...67J,Jenkins 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...67J
Kepler-29 c,,0.109809,13.2907,0,90,2454978.471,,Fabrycky 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-444 c,,0.0489676,4.5458841,0.31,,2454964.522,,Campante 2015,http://adsabs.harvard.edu/abs/2015ApJ...799..170C,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B
HD 220773 b,1.44975,4.94302,3724.7,0.51,259,2453866.4,20,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...39R,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...39R
WASP-6 b,0.521174,0.0428704,3.361006,0.054,97.4028,2454596.4903,74.3,Gillon 2009,http://adsabs.harvard.edu/abs/2009A%26A...501..785G,Gillon 2009,http://adsabs.harvard.edu/abs/2009A%26A...501..785G
HD 7924 d,0.0203801,0.155066,24.451,0.21,119,2455573.511,1.65,Fulton 2015,http://adsabs.harvard.edu/abs/2015ApJ...805..175F,Fulton 2015,http://adsabs.harvard.edu/abs/2015ApJ...805..175F
Kepler-206 c,,0.108963,13.137471,,90,2455003.22781,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-169 c,,0.066017,6.195469,,90,2454967.71616,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 159868 c,0.73,1.02595,352.3,0.15,290,2453239,20.1,Wittenmyer 2012,http://adsabs.harvard.edu/abs/2012ApJ...753..169W,Wittenmyer 2012,http://adsabs.harvard.edu/abs/2012ApJ...753..169W
HD 137388 b,0.227816,0.88883,330,0.36,86,2455209,7.94,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D
HD 95086 b,,,,,,,,,,Rameau 2013,http://adsabs.harvard.edu/abs/2013arXiv1305.7428R
Kepler-196 b,,0.147733,20.739886,,90,2455006.21817,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-352 b,,0.0911742,10.05537,,90,2455006.23302,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-329 b,,0.0744278,7.416397,,90,2454968.85335,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-179 b,,0.0382833,2.735926,,90,2455004.09382,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-176 b,,0.0604835,5.433074,,90,2454971.36967,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-104 b,1.26427,0.0291939,1.7554137,0,,,202.7,Smith 2014,http://adsabs.harvard.edu/abs/2014A%26A...570A..64S,Smith 2014,http://adsabs.harvard.edu/abs/2014A%26A...570A..64S
WASP-83 b,0.296234,0.0590285,4.971252,0,90,,32.9,Hellier 2015,http://adsabs.harvard.edu/abs/2015AJ....150...18H,Hellier 2015,http://adsabs.harvard.edu/abs/2015AJ....150...18H
Kepler-310 c,,0.28808,56.47542,,90,2454976.81309,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-339 b,,0.0570545,4.977656,,90,2454967.67151,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-124 d,,0.192925,30.950851,,90,2454986.83698,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-52 c,,0.10281,16.3850021,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
WASP-99 b,2.77639,0.0716458,5.75251,0,90,2456224.9824,242.2,Hellier 2013,http://adsabs.harvard.edu/abs/2014MNRAS.440.1982H,Hellier 2013,http://adsabs.harvard.edu/abs/2014MNRAS.440.1982H
HD 100777 b,1.16502,1.03378,383.70001,0.36,202.7,2453456.2,34.9,Naef 2007,http://adsabs.harvard.edu/abs/2007A%26A...470..721N,Naef 2007,http://adsabs.harvard.edu/abs/2007A%26A...470..721N
HAT-P-5 b,1.05391,0.0407152,2.788491,0,90,2454241.77663,138,Bakos 2007,http://adsabs.harvard.edu/abs/2007ApJ...671L.173B,Bakos 2007,http://adsabs.harvard.edu/abs/2007ApJ...671L.173B
Kepler-125 b,,0.0506571,4.164389,,90,2455004.08676,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-193 b,,0.0990643,11.38848,,90,2455007.55117,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 222582 b,7.63003,1.33658,572.38,0.725,319.01,2450706.7,276.3,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Vogt 2000,http://adsabs.harvard.edu/abs/2000ApJ...536..902V
Kepler-119 c,,0.050338,4.125103,,90,2454966.64137,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-434 b,2.85432,0.114265,12.8747099,0.131,82,,221,Almenara 2015,http://adsabs.harvard.edu/abs/2015A%26A...575A..71A,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B
Kepler-16 b,,0.646795,228.776,0.0069,318,2455346.5,,Doyle 2011,http://adsabs.harvard.edu/abs/2011Sci...333.1602D,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-32 d,,0.128069,22.7802,0,90,2454988.2,,Fabrycky 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-58 c,,0.119982,15.5741568,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B
WASP-33 b,0,0.0255483,1.21986983,0,90,2454590.17948,0,Collier-Cameron 2010,http://adsabs.harvard.edu/abs/2010MNRAS.407..507C,Christian 2006,http://adsabs.harvard.edu/abs/2006MNRAS.372.1117C
HD 128311 b,1.4572,1.08649,454.2,0.345,63,2453835,46.5,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2009ApJS..182...97W,Butler 2003,http://adsabs.harvard.edu/abs/2003ApJ...582..455B
HD 181433 d,0.535482,3.02208,2172,0.48,330,2452154,11.3,Bouchy 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..527B,Bouchy 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..527B
TrES-1 b,0.752484,0.0392516,3.030065,0,90,2453901.90372,115.2,Alonso 2004,http://adsabs.harvard.edu/abs/2004ApJ...613L.153A,Alonso 2004,http://adsabs.harvard.edu/abs/2004ApJ...613L.153A
HD 4208 b,0.807457,1.65355,828,0.052,345,2451040,19.06,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Vogt 2002,http://adsabs.harvard.edu/abs/2002ApJ...568..352V
Kepler-62 e,,0.426299,122.3874,0.13,292.62,2454932.038,,Borucki 2013,http://adsabs.harvard.edu/abs/2013Sci...340..587B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-120 b,,0.0668458,6.312501,,90,2454965.65419,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 5388 b,1.96509,1.76349,777,0.4,324,2454570,41.7,Santos 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..47S,Santos 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..47S
CoRoT-10 b,2.75448,0.105463,13.2406,0.53,218.9,2454990.85,301,Bonomo 2010,http://adsabs.harvard.edu/abs/2010A&A...520A..65B,Bonomo 2010,http://adsabs.harvard.edu/abs/2010A&A...520A..65B
11 UMi b,11.0873,1.53498,516.22,0.08,117.63,2452861.04,189.7,Dollinger 2009,http://adsabs.harvard.edu/abs/2009A%26A...505.1311D,Dollinger 2009,http://adsabs.harvard.edu/abs/2009A%26A...505.1311D
Kepler-286 d,,0.0640044,5.914323,,90,2454966.48698,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-338 c,,0.164238,24.310856,,90,2454970.04147,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-62 b,0.562022,0.0567187,4.411953,0,90,2455855.39195,60,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H
Kepler-300 c,,0.23162,40.714955,,90,2454979.56443,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 4732 c,2.36493,4.60219,2732,0.23,118,2456093,24.4,Sato 2013,http://adsabs.harvard.edu/abs/2013ApJ...762....9S,Sato 2013,http://adsabs.harvard.edu/abs/2013ApJ...762....9S
Kepler-258 c,,0.203997,33.653079,,90,2454980.79807,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
kappa CrB b,1.9747,2.71619,1300,0.125,83.1,2453899,27.3,Bonsor 2013,http://adsabs.harvard.edu/abs/2013MNRAS.431.3025B,Johnson 2008,http://adsabs.harvard.edu/abs/2008ApJ...675..784J
Kepler-25 b,,0.0702822,6.2385,0,90,,2.8,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
HD 99492 b,0.106179,0.121908,17.0431,0.254,219,2450468.7,9.8,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Marcy 2005,http://adsabs.harvard.edu/abs/2005ApJ...619..570M
Kepler-167 c,,0.0743589,7.406097,,90,2454967.07393,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-291 b,,0.0455136,3.546511,,90,2454967.90112,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 204941 b,0.26689,2.55427,1733,0.37,228,2456015,5.94,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D
Kepler-332 d,,0.206247,34.21154,,90,2454987.57732,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 196050 b,2.8434,2.51056,1378,0.228,187,2450843,49.7,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Jones 2002,http://adsabs.harvard.edu/abs/2002MNRAS.337.1170J
WASP-11 b,0.539752,0.0436466,3.722465,0,90,2454473.05588,82.1,West 2009,http://adsabs.harvard.edu/abs/2009A%26A...502..395W,West 2009 ; Bakos 2009,http://adsabs.harvard.edu/abs/2009A%26A...502..395W ; http://adsabs.harvard.edu/abs/2009ApJ...696.1950B
HD 111232 b,6.84182,1.97489,1143,0.2,98,2451230,159.3,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M
HD 117618 b,0.176652,0.174852,25.827,0.42,254,2450832.2,12.8,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Tinney 2005,http://adsabs.harvard.edu/abs/2005ApJ...623.1171T
Kepler-192 c,,0.15002,21.2234,,90,2455003.3746,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 180902 b,1.56395,1.38103,479,0.09,300,2454858.2914,30.7,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J
HIP 12961 b,0.354314,0.25497,57.435,0.166,272,2454428.4,24.71,Forveille 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.141F,Forveille 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.141F
HD 63454 b,0.384566,0.0362523,2.818049,0,87.3,2455583.24,64.19,Kane 2011,http://adsabs.harvard.edu/abs/2011ApJ...737...58K,Moutou 2005,http://adsabs.harvard.edu/abs/2005A%26A...439..367M
BD +48 738 b,1.2654,1.11234,392.6,0.2,358.9,2454457.2,31.9,Gettel 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...28G,Gettel 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...28G
Kepler-62 c,,0.0928559,12.4417,0.186815,254.476,2454960.666,,Borucki 2013,http://adsabs.harvard.edu/abs/2013Sci...340..587B,Borucki 2013,http://adsabs.harvard.edu/abs/2013Sci...340..587B
Kepler-371 c,,0.325944,67.968015,,90,2454996.5629,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
NGC 2423 3 b,6.63106,1.6555,714.3,0.21,18,2453213,137.6,Lovis 2007,http://adsabs.harvard.edu/abs/2007A&A...472..657L,Lovis 2007,http://adsabs.harvard.edu/abs/2007A&A...472..657L
Kepler-227 b,,0.0877115,9.488015,,90,2455003.53899,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-33 c,,0.118876,13.17562,0,90,2454976.6764,,Lissauer 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..112L,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-275 b,,0.0926511,10.300682,,90,2454975.73999,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 13908 b,0.865,0.153755,19.382,0.046,185,2455750.93,55.3,Moutou 2013,http://adsabs.harvard.edu/abs/2013arXiv1311.5271M,Moutou 2013,http://adsabs.harvard.edu/abs/2013arXiv1311.5271M
HD 50499 b,1.74473,3.87172,2457.8717,0.253675,258.799,2451220.052,23.0219,Vogt 2005,http://adsabs.harvard.edu/abs/2005ApJ...632..638V,Vogt 2005,http://adsabs.harvard.edu/abs/2005ApJ...632..638V
CoRoT-14 b,7.56823,0.0269122,1.51214,0,90,2454787.6694,1230,Tingley 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A..97T,Tingley 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A..97T
Kepler-176 d,,0.170666,25.751974,,90,2454969.44951,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-319 d,,0.196363,31.781925,,90,2454967.86667,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-80 d,,0.0413591,3.072186,,90,2454967.02149,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-155 b,,0.0641261,5.931194,,90,2455007.79655,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-342 d,,0.226833,39.459357,,90,2454969.46152,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
CoRoT-4 b,0.717419,0.0903166,9.20205,0,90,2454141.36416,63,Moutou 2008,http://adsabs.harvard.edu/abs/2008A%26A...488L..47M,Moutou 2008 ; Aigrain 2008,http://adsabs.harvard.edu/abs/2008A%26A...488L..47M ; http://adsabs.harvard.edu/abs/2008A%26A...488L..43A
HAT-P-19 b,0.292129,0.0466409,4.008778,0.067,256,2454798.988,42,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...52H,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...52H
HD 154857 c,2.57917,5.35635,3452,0.06,352,2455219,24.2,Wittenmyer 2014,http://adsabs.harvard.edu/abs/2014arXiv1401.5525W,O'Toole 2007,http://adsabs.harvard.edu/abs/2007ApJ...660.1636O
Kepler-24 c,,0.105496,12.3318,0,90,2454970.586,,Ford 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..113F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-47 c,,0.895669,303.158,0,,,,Orosz 2012,http://adsabs.harvard.edu/abs/2012Sci...337.1511O,Orosz 2012,http://adsabs.harvard.edu/abs/2012Sci...337.1511O
GJ 163 b,0.033876,0.0606753,8.631,0.11,97,2455042.253,6.22,Bonfils 2013,http://adsabs.harvard.edu/abs/2013A%26A...556A.110B,Bonfils 2013,http://adsabs.harvard.edu/abs/2013A%26A...556A.110B
Kepler-133 c,,0.195273,31.517586,,90,2455018.15322,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HIP 116454 b,0.0374396,0.0784741,9.1205,0.205,-59.1,,4.41,Vanderburg 2015,http://adsabs.harvard.edu/abs/2015ApJ...800...59V,Vanderburg 2015,http://adsabs.harvard.edu/abs/2015ApJ...800...59V
Kepler-33 f,,0.253499,41.02902,0,90,2455005.5,,Lissauer 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..112L,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-116 b,,0.0643964,5.968734,,90,2454970.15762,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-107 c,,0.0564705,4.901425,,90,2454971.60742,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-84 e,,0.178021,27.434389,,90,2454978.1254,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-109 b,,0.0689299,6.48163,0,,,0.29,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
Kepler-315 b,,0.410606,96.101141,,90,2455020.73232,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
KIC 11442793 f,,0.519687,124.9144,,,,,Cabrera 2014,http://adsabs.harvard.edu/abs/2013arXiv1310.6248C,Cabrera 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.6248C
HD 2039 b,5.92499,2.19755,1120,0.715,344.1,2452041,153,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Tinney 2003,http://adsabs.harvard.edu/abs/2003ApJ...587..423T
Kepler-170 b,,0.0778294,7.930592,,90,2455002.51582,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-36 c,,0.128401,16.23855,0,90,2454955.9132,,Carter 2012,http://adsabs.harvard.edu/abs/2012Sci...337..556C,Carter 2012,http://adsabs.harvard.edu/abs/2012Sci...337..556C
Kepler-247 d,,0.146486,20.477912,,90,2455011.66798,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-136 b,,0.100165,11.5789,,90,2455008.58649,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
XO-2 b,0.566437,0.0368369,2.615857,0,90,2454147.74902,85,Burke 2007,http://adsabs.harvard.edu/abs/2007ApJ...671.2115B,Burke 2007,http://adsabs.harvard.edu/abs/2007ApJ...671.2115B
Kepler-305 d,,0.128062,16.738661,,90,2455192.41608,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-120 c,,0.107059,12.794585,,90,2454963.76464,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-393 b,,0.0858179,9.182417,,90,2454967.04813,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-96 b,0.0261659,0.125499,16.23844,0,90,,2.1,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
Kepler-11 d,0.0191935,0.154764,22.6845,0.0036055,146.31,2455597.533,1.426,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L
HD 187085 b,0.803694,2.02754,986,0.47,94,2450912,17,Jones 2006,http://adsabs.harvard.edu/abs/2006MNRAS.369..249J,Jones 2006,http://adsabs.harvard.edu/abs/2006MNRAS.369..249J
HD 118203 b,2.13623,0.0702997,6.1335,0.309,155.7,2453394.23,217,Da Silva 2006,http://adsabs.harvard.edu/abs/2006A%26A...446..717D,Da Silva 2006,http://adsabs.harvard.edu/abs/2006A%26A...446..717D
Kepler-106 b,,0.0657994,6.16486,0,,,0.05,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
WASP-63 b,0.377818,0.0574592,4.37808,0,90,2455921.6527,39,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H
Kepler-30 b,,0.185524,29.334,0.042,329,2455237.133,,Sanchis-Ojeda 2012,http://adsabs.harvard.edu/abs/2012Natur.487..449S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-214 c,,0.183794,28.7798,,90,2455026.30447,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 175167 b,7.77836,2.40085,1290,0.54,342,2453598,161,Arriagada 2010,http://adsabs.harvard.edu/abs/2010ApJ...711.1229A,Arriagada 2010,http://adsabs.harvard.edu/abs/2010ApJ...711.1229A
Kepler-273 b,,0.0401325,2.936532,,90,2454968.71482,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-323 c,,0.0455761,3.553822,,90,2454967.64078,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-84 d,,0.0511438,4.224537,,90,2454968.43327,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-267 c,,0.0707769,6.87745,,90,2454965.08303,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HAT-P-16 b,4.1951,0.0413275,2.77596,0.036,214,2455025.754,531.1,Buchhave 2010,http://adsabs.harvard.edu/abs/2010ApJ...720.1118B,Buchhave 2010,http://adsabs.harvard.edu/abs/2010ApJ...720.1118B
TrES-4 b,0.913019,0.0509243,3.553945,0,90,2454230.9053,97.4,Mandushev 2007,http://adsabs.harvard.edu/abs/2007ApJ...667L.195M,Mandushev 2007,http://adsabs.harvard.edu/abs/2007ApJ...667L.195M
Kepler-231 c,,0.140675,19.271566,,90,2455019.76907,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
NGC 4349 127 b,9.88561,1.68103,677.8,0.19,61,2454114,188,Lovis 2007,http://adsabs.harvard.edu/abs/2007A&A...472..657L,Lovis 2007,http://adsabs.harvard.edu/abs/2007A&A...472..657L
